Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013]
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (all income levels),EAS,153486617442.054,154126479932.322,157638316067.146,175316584774.886,201542692691.038,224355531182.002,250782958408.507,271862235688.796,299624471741.436,345133719913.759,404164256868.017,449006286898.475,557076281224.9,734714220678.185,846323497026.952,926720262200.802,1018990236570.65,1215099772287.35,1533168222460.64,1666354877736.96,1802118460738.63,1991317237063.99,1947969074472.52,2065670314291.05,2213652368496.61,2345024878142.82,3054906008476.34,3572123809781.32,4301958096310.58,4505084764992.43,4716134536996.16,5309371429157.11,5793945305533.72,6486422597094.84,7239382700473.74,8175726133151.3,7860381624779.2,7550591326091.51,6727004050964.14,7509829001596.31,8107654250219.65,7539351673083.04,7664970238790.74,8427449080576.81,9451364261020.72,10059504774815.1,10675407450341.3,11955915539916.8,13785973091074.5,14162450299773.8,16439875838828.7,18991192714846,20274572399684.1,20480250769297.7
GDP (current US$),NY.GDP.MKTP.CD,North America,NAC,561709101766.99,579908153712.397,621821431851.413,656423043857.531,705902594548.859,766105907215.132,841253319968.936,889980100134.798,972364838305.724,1051437581185.71,1163848559509.9,1267131904112.63,1395546034419.77,1559891400812.35,1709277049909.46,1862814339917.21,2084247320319.47,2297736943836.31,2575375764246.37,2875319186352.26,3136550140379.67,3517387702917.98,3659238527510.32,3979308289970.79,4395573430645.17,4710699587911.9,4966927332345.78,5300517616106.76,5760032813528.38,6222840858140.11,6573207312581.42,6783893606435.66,7131127993024.47,7455354093755.08,7886565988417.84,8268052026547.74,8729845885049.5,9262433838122.34,9723663171323.22,10343349666896.5,11032636147893.7,11361697425148.8,11736668930032.8,12404138291469.2,13299870277395.5,14264447609989.7,15174109488078.2,15944067885625.9,16268970656744.9,15794545532047,16578116507764.1,17317982817932.6,18071518985562.2,18632411983168.6
GDP (current US$),NY.GDP.MKTP.CD,Pacific island small states,PSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426647547.901438,512647429.865821,699002872.737582,993105846.255179,1109210904.93116,1112255717.79822,1160438798.86484,1345821549.0777,1648865213.40893,1874299698.08058,1931282780.54648,1887505753.47317,1810373127.25355,1982623001.46215,1879083475.57419,2040578907.43429,2004875141.05257,2096652516.47826,2192363018.3484,2363362534.58694,2526903091.90126,2772754094.86712,2923545633.13023,3361263967.23625,3632695243.4763,3899970223.86117,3892576779.42802,3344586918.81961,3644082478.25467,3404822209.7666,3327397545.81822,3508107929.93666,4127296594.58147,4768584831.2169,5214252970.91663,5478570923.50824,6006890862.54687,6559597485.99738,5734429850.70557,6386802525.63562,7372567107.43269,7924680270.31352,8083835952.86143
GDP (current US$),NY.GDP.MKTP.CD,South Asia,SAS,47689556541.4222,50861320926.4211,54296730197.9418,61060482430.9517,69963476003.1232,75141664403.1996,63056030780.4737,69409697449.3493,72868573567.9279,80006185120.4082,86653536476.3993,92124387907.8897,92637864979.8573,106015541018.035,128275353798.771,137408855405.445,134307560178.367,155391356898.322,176843482272.841,198065419079.206,238820260468.681,252603136366.76,261415871519.695,276843405645.568,276669939022.047,299398855290.253,317233610085.589,352452096975.485,378278137948.223,380675057483.529,410504248053.664,366078941083.032,388744514444.229,384878173515.383,436772265768.359,485178146026.909,524982429564.385,550920565841.426,558746375970.894,599543853870.318,622975897562.65,638745671205.06,672494121092.634,784882714578.081,911124327836.882,1044617146261.14,1194851718866.93,1514760056953.11,1540330275005.23,1693308032088,2071202515114.07,2305594032430.62,2302739792978.22,2354663256824.32
GDP (current US$),NY.GDP.MKTP.CD,European Union,EUU,366535620078.529,399059511200.945,435942511224.943,480249617304.433,532227375287.949,579601983288.242,628304671623.656,675158728062.795,701756695840.555,770855817446.452,845695355720.15,955949628073.528,1145125987248.06,1454472814195.65,1633881599820.61,1911269385505.81,1981103086343.44,2244030465549.05,2745638350084.96,3347279676876.76,3817564928651.52,3375868956858.2,3250623354244.68,3148603140389.25,3022603721517.43,3122516415286.21,4254551550645.18,5225638699751.59,5818524375591.12,5944145913832.78,7333728928847.31,7597121829356.51,8270030463536.67,7543955742742.68,8030887690932.25,9237281350337.32,9427039966962.97,8888110740205.84,9198266694318.84,9190163192499.32,8524104688070.14,8625889353612.96,9407995634440.73,11470689569406.1,13246143147248.8,13851470575003.4,14771716727907.3,17082099884252.2,18376764681092.7,16410692389263.9,16340892306567.5,17671024467296.7,16644294308021.5,17352719727810.8
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean (all income levels),LCN,81143169224.7287,86168908589.7347,99183747672.3232,99489572924.7413,110702633534.839,119567753403.457,131111662699.417,134268017538.615,144625911737.031,161958867165.648,176072323212.05,196580861968.261,221040060307.733,289391375244.248,375891353222.188,394561579799.19,438759599622.328,483047224145.613,547774470456.926,651681075014.083,776082146111.8,893954048636.718,836619960901.041,742347432067.905,732715791158.044,753288180563.187,767245726479.79,807709533348.537,915348625977.759,1007827721618.63,1166567063337.96,1239339238105.55,1343303659634.11,1559924246349.95,1833981429245.09,1947830438878.05,2102820657099.74,2300736243140.64,2310969032549.18,2095477669682.77,2312123830794.68,2256342128388.27,1998868806122.28,2059532540191.18,2363326787703.01,2858920659888.16,3351146255617.23,3946571257838.28,4577353010518.34,4299559542123.97,5304453674745.36,5943779078631.09,5947087140286.98,6155812015613.9
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (all income levels),MEA,NA,NA,NA,NA,NA,NA,NA,NA,39724554842.1453,44487090418.299,49178795238.4614,57503659617.2417,70507541524.1068,95361314280.6081,172448271460.584,187936452164.865,232936056383.71,269890671950.149,285600709820.535,369047171825.599,472722930445.076,506779980633.989,498805006485.066,504421806888.1,506434446887.274,513098302528.612,525463932782.308,476383986082.521,465363535583.159,479584097221.075,535029095536.778,535726255813.013,582496323328.322,586758530650.687,609783944225.204,690466158315.663,778517705599.027,809200406781.312,791009396344.812,840940962105.174,941833404799.999,940635671286.408,940299978624.277,1054010623367.83,1229506157506.84,1476708715781.34,1737826311787.14,2054432890242.12,2593864758686.59,2310070985113.97,2697401592204.8,3222088405533.79,3460748523643.45,3415260180696.53
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (all income levels),SSF,29702476797.3821,30835372429.9987,33443120678.4044,38376619517.9903,37379492819.9209,41653996927.8508,44970004312.0889,44391185042.7961,47483751113.1468,54436058827.1862,64073428990.8032,65123006371.7627,73476855915.0454,94064605998.133,122625709641.25,135079025386.403,146944874723.933,161415252279.984,180331437231.157,215680740862.167,271452402218.031,272864738766.35,255277451246.99,237743676575.058,226464457327.698,211123525578.597,233311691461.81,275936326861.662,290244934726.652,301366793050.171,302990409452.992,311423159951.368,306464948766.874,290638262851.477,282975301194.299,327934858347.219,339916017384.962,351609844206.953,331739722347.057,333453472064.316,357426400139.165,331767573073.368,353597157456.148,450558502331.582,560306896807.294,655476190247.025,762892221710.586,886139465534.305,1011951132256.27,960582755248.345,1295682987532.53,1458036965011.98,1523476540659.69,1607159813459.71
GDP per capita (current US$),NY.GDP.PCAP.CD,Arab World,ARB,NA,NA,NA,NA,NA,NA,NA,NA,293.621024454664,317.125767243595,336.879294045136,380.373763513784,446.337452478289,553.326360091826,1015.83077834106,1088.29986840269,1306.68512262932,1463.52861472232,1553.01694676772,1986.84823195478,2589.31879830632,2698.99092148064,2395.91247143174,2176.12558799687,2109.60147601872,2010.9966258282,1851.36122135831,1916.57082838318,1792.8889928837,1831.30309762007,1989.72885811497,1905.65337805156,2005.14198097174,1978.82183401288,1974.55659672331,2058.2822392935,2225.10426735195,2316.54625304283,2204.27648673154,2332.50695529424,2617.37441171887,2517.14119370435,2499.18934981567,2754.52607234465,3168.55211965822,3795.87024078554,4410.84634451657,5045.4959104052,6253.28417356303,5268.40928665615,6060.83121911605,7042.95713588021,7626.66971635987,7709.94918855015
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (all income levels),EAS,147.112422563804,147.282043872943,148.647654481197,161.464984440955,181.450867814713,197.36881750098,215.046880484549,227.558575765691,244.864713902172,274.764547570548,313.642817523255,339.614170120753,411.48322380229,530.865668243775,598.550303340982,643.088994811751,695.462610808874,816.592079639312,1014.86468767069,1086.41063042897,1157.84745826048,1260.51295980785,1213.45551371034,1266.66207191753,1337.49843498779,1395.8255268856,1789.94541007484,2058.99746673486,2439.68805057054,2515.2204515314,2594.17200306179,2879.64259812272,3101.93915934427,3430.07996437271,3781.82473427952,4220.14779182731,4010.31041195999,3808.90171524194,3356.99174425261,3710.18738857333,3967.76713675785,3656.48761693972,3685.97537562242,4020.21260362561,4474.0201629187,4726.14177851772,4978.84408305925,5537.28002796693,6340.20081044329,6469.44368598921,7460.17170809783,8558.80623591601,9076.57940818075,9107.8329483463
GDP per capita (current US$),NY.GDP.PCAP.CD,North America,NAC,2827.99634040442,2870.72585776467,3030.3395435028,3152.03544454447,3341.34670379351,3579.41396000456,3882.84502360362,4060.57278230645,4389.84952034836,4698.97336502982,5139.97005493904,5524.61472652125,6016.74133087752,6656.75202792589,7221.84515390281,7786.54603179806,8626.63011263563,9413.54420708361,10440.3767726648,11529.6026732567,12452.9197247946,13825.0655868215,14242.6354115351,15346.1163892533,16803.7155421931,17848.7718330218,18645.0153154723,19712.0852691984,21219.3148343948,22689.8291231325,23689.5106543734,24123.7954681981,25013.4103743693,25813.9261776688,26981.3234163838,27961.727503032,29184.5076613159,30598.9101917449,31759.7755365867,33408.6998180784,35248.720811971,35941.8452326425,36786.2876272451,38540.4504253046,40939.8047234624,43503.3939587854,45841.1619973351,47710.4433135211,48217.9282409265,46390.9987466317,48276.8670919148,50053.4334022615,51826.47661407,53030.5879205482
GDP per capita (current US$),NY.GDP.PCAP.CD,Pacific island small states,PSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366.507355875781,430.945723066763,575.31905610003,800.496727627315,875.640050847852,860.031654413426,878.987788102276,998.380975930116,1197.18085037206,1330.82809719923,1339.56298252683,1277.99183135378,1197.10712049511,1282.83763645256,1193.07114589691,1275.40725352984,1236.75350865231,1278.18556360637,1320.28464426473,1403.74285961276,1477.46449412076,1593.71819026942,1650.90923282355,1865.71667492024,1984.44933246674,2099.4773466609,2067.13627718252,1753.67539670709,1887.8771800264,1743.74751151758,1685.54768477298,1758.63520968957,2047.80748250978,2340.8623955832,2530.72638657403,2626.83587175599,2843.36403604415,3064.12709340246,2643.46540482489,2906.36964942538,3313.06957874078,3517.73064163045,3545.41457406419
GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia,SAS,83.1985575546188,86.8821048322129,90.7934332327619,99.942919443749,112.020748444757,117.661374000111,96.5242677352536,103.839542617493,106.521563838575,114.292254203899,120.989408229741,125.764918109668,123.671856740615,138.388094298672,163.685326493299,171.321000643025,163.534999977234,184.711943411481,205.180056599808,224.315019502031,264.085982237891,272.873563493147,275.871823785196,285.507064705242,278.882677009596,294.98138486474,305.511495720408,331.842858219155,348.272213896566,342.802766598262,361.685266994714,315.662078837774,328.18824644028,318.221233744289,353.814944069779,385.237267841113,408.781407477025,420.865872509165,418.970851120569,441.45416576128,450.714693682527,454.381966676918,470.435638858941,540.139408349933,617.161391541927,696.878316548158,785.489497027494,981.821143627405,984.774608446855,1068.02149662197,1288.99202527645,1415.88437246552,1396.23504470157,1409.29592165734
GDP per capita (current US$),NY.GDP.PCAP.CD,European Union,EUU,895.439800886168,966.571009382517,1046.56706188748,1142.6648810334,1255.29014439695,1355.75989072108,1458.50648074552,1555.96745238591,1606.5200991158,1753.48084178704,1913.6618415961,2152.03244989644,2561.97854454431,3235.13384770851,3614.45105843898,4205.96432967309,4338.91853407754,4893.77368926746,5961.89649196769,7239.69976914222,8223.52875048194,7244.33436589749,6956.11894288312,6721.84784678821,6438.34690182655,6634.94834922517,9015.58454039555,11042.4856780651,12257.039340489,12480.1838668768,15347.5083788686,15864.4502079527,17218.0732872008,15653.8189236128,16625.6985265207,19085.3561634844,19449.9907740606,18306.2500260406,18919.9229361489,18863.9996375289,17468.2977611724,17634.0308894554,19180.2576587484,23298.2728933918,26796.1510025904,27909.2825135024,29651.4096571091,34161.9993941233,36612.6336232404,32599.166820443,32381.8064233719,34920.8323186492,32917.2614325472,34243.8822612469
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean (all income levels),LCN,369.353851439023,381.426490151335,426.88159059558,416.383283645404,450.707730427718,473.833382039014,506.053399143617,505.025501225334,530.347227690485,579.166555851408,614.097104167174,668.801439548676,733.712740260471,937.410458863651,1188.52816603421,1218.12240082156,1322.97663931372,1422.97063137475,1576.98205959369,1834.22039809948,2136.47949563135,2408.11632255691,2206.1523524844,1917.02966720494,1853.61591183994,1867.47599010123,1864.55936532556,1924.82525654669,2139.74310453223,2311.64552161799,2626.27369645016,2739.41700289269,2916.22968760346,3327.11246773211,3844.32540768454,4014.12431770495,4261.7892453474,4587.49238765444,4533.84382917828,4048.51130312306,4401.53209201372,4234.55408637399,3700.11649934884,3762.0881090371,4261.82171040208,5091.55211124638,5896.41262713091,6863.03771164485,7869.04072745605,7308.03649951549,8914.71262508688,9877.30825188444,9772.61879703159,10004.0443764454
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa (all income levels),MEA,NA,NA,NA,NA,NA,NA,NA,NA,299.139032013539,325.977418027852,350.713372171724,399.293363893337,476.846506225544,627.846461346244,1104.95942387873,1171.18667214551,1410.83164914979,1587.71776707791,1630.7367686412,2043.40314464574,2536.31292192869,2633.15562485505,2508.74544756327,2455.72114273932,2388.26681169248,2344.49922655309,2328.05430147704,2048.52923377659,1944.75717005245,1951.38578444518,2105.60999093569,2055.85970934881,2201.46647212983,2170.24549086758,2209.2229837366,2437.98546161958,2695.5800842768,2747.97344626753,2635.3732296164,2749.08210859232,3020.71820323277,2959.7861009984,2902.80190227678,3192.23467173135,3651.55322592067,4298.86884925282,4956.4107184097,5738.67675579607,7095.75851895174,6190.33435659982,7086.17767962111,8304.31740165777,8754.36522861394,8482.86998446335
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (all income levels),SSF,130.364920841086,132.160941983979,139.961060885045,156.802509471331,149.083434810573,162.13360762274,170.78797783582,164.450999745906,171.542810137785,191.72637494462,219.947617614035,217.808554415882,239.383200235548,298.44400860977,378.776586170867,406.085389756665,429.814207239809,459.265449742785,498.992156859784,580.30945186392,710.078725382459,693.890377595509,631.046906732668,571.268478134484,528.91746498062,479.250651497367,514.748122794783,591.730807778292,605.057127429998,610.860726436023,597.337099007096,597.235094511616,571.789336833693,527.643527166283,499.976646038949,564.017612119441,569.183500979662,573.288143264324,526.711038645549,515.548423832613,538.092266283959,486.463441818511,504.980487147408,626.94401743756,759.568453366753,865.574046968357,981.213236312558,1109.97240908138,1234.34948095162,1140.90401130647,1498.38330394419,1641.6691235386,1670.09039994837,1715.44469159601
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Arab World,ARB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328.82669216173,363.836431219677,434.119473664228,512.915537718848,750.603248785715,1025.78398278545,1348.030793876,1431.83229842429,1570.62553580642,1940.78737685849,2357.70182184208,2704.90613608062,2595.66970173746,2341.31122174707,2187.27826870645,2088.89677548875,2135.17656085085,2162.56813458883,2171.42352434967,2093.5765925459,2051.29051695206,2088.00081862885,2168.90064986136,2081.23480449658,2060.24050728221,2099.53158431977,2203.01447166335,2283.11446439047,2281.99523986909,2277.18112201916,2389.08568305894,2475.50307708993,2470.50012376114,2649.3384814057,3036.50131334973,3497.6726586905,4131.72921948776,4746.60794472746,5567.41214763595,5662.79913889713,5930.78675026038,6304.26396572457,7179.12881127284,NA
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,East Asia & Pacific (all income levels),EAS,NA,NA,139.373158894803,146.397516249038,168.917033418628,192.317652308087,215.835195512489,232.367620293533,245.806072968537,267.891327545427,296.579446617731,336.721201692547,395.277063993371,495.425477063961,605.225584831749,698.968613847273,731.7055854712,781.506583865192,921.411039732165,1126.25307435078,1280.02388056906,1333.13396893987,1280.7714309499,1245.28317684347,1280.57409879159,1377.59164617334,1584.05735128218,1915.44753868427,2450.60189128401,2648.45733098319,2758.7605099568,2846.76622991097,3037.85224369273,3308.41534534413,3625.38051984808,4058.46081643582,4246.45684519257,4136.91406840292,3606.27963577159,3566.52394576306,3750.15315107224,3835.04372601359,3795.23737082498,3981.26762433302,4474.67288531277,4889.37898647223,5175.84909667828,5549.80152904636,6056.71436479551,6384.49127708667,7164.4466451681,7901.71013940729,8805.37902578093,9376.8342237033
